,transID,result
0,ENST00000476405.1,0.9505250005656853
1,ENST00000445504.2,0.629980000568903
2,ENST00000381361.4,0.629980000568903
3,ENST00000381363.4,0.629980000568903
4,ENST00000538297.1,0.9999099999666214
5,ENST00000371086.3,0.6524750011228025
6,ENST00000451424.1,0.8023300002992619
7,ENST00000488319.4,0.32085500076122114
8,ENST00000379848.5,0.32085500076122114
9,ENST00000493739.1,0.32085500076122114
10,ENST00000400540.4,0.3763849991740426
11,ENST00000481738.1,0.3763849991740426
12,ENST00000244820.2,0.24091000104730484
13,ENST00000536405.4,0.8612350001430604
14,ENST00000541891.1,0.3970799994422123
15,ENST00000244906.6,0.5998499993351288
16,ENST00000414668.4,0.5275949997134739
17,ENST00000370341.3,0.5275949997134739
18,ENST00000456634.1,0.039430000070133246
19,ENST00000376398.5,0.9295454526489432
20,ENST00000389261.3,0.2764650005410658
21,ENST00000439881.1,0.2764650005410658
22,ENST00000471057.1,0.5942949985957239
23,ENST00000482133.1,0.9295454526489432
24,ENST00000433794.4,0.2727100001298822
25,ENST00000545582.2,0.2727100001298822
26,ENST00000588189.1,0.7509200010524364
27,ENST00000584090.4,0.9259749994403683
28,ENST00000412816.6,0.9922300001978874
29,ENST00000577867.4,0.666959999203682
30,ENST00000584492.4,0.666959999203682
31,ENST00000578835.4,0.666959999203682
32,ENST00000581430.4,0.9922300001978874
33,ENST00000582862.4,0.666959999203682
34,ENST00000577403.4,0.666959999203682
35,ENST00000581212.1,0.666959999203682
36,ENST00000582570.1,0.8842000002018175
37,ENST00000580336.1,0.8240700007689884
38,ENST00000255183.7,0.22901999992434866
39,ENST00000415889.2,0.6606150000932394
40,ENST00000536743.4,0.3343550009065075
41,ENST00000544306.4,0.3343550009065075
42,ENST00000447433.4,0.3343550009065075
43,ENST00000590373.1,0.3343550009065075
44,ENST00000590207.1,0.05050499998847954
45,ENST00000495520.4,0.25538999968674037
46,ENST00000366822.2,0.25538999968674037
47,ENST00000412730.1,0.6131649993691827
48,ENST00000279067.3,0.9808899998292326
49,ENST00000445252.4,0.8430900009721518
50,ENST00000425473.1,0.8430900009721518
51,ENST00000444431.1,0.9923000008612871
52,ENST00000515734.2,0.9426500005676643
53,ENST00000506884.1,0.8770950006740168
54,ENST00000504876.2,0.8770950006740168
55,ENST00000423222.4,0.9931000012159348
56,ENST00000534914.4,0.46245999952137934
57,ENST00000448567.2,0.46245999952137934
58,ENST00000610948.1,0.9931000012159348
59,ENST00000556354.4,0.9999350002408027
60,ENST00000556613.1,0.9894250003434718
61,ENST00000553985.1,0.9999350002408027
62,ENST00000557568.1,0.9868600002862513
63,ENST00000554403.1,0.9994150000810623
64,ENST00000367119.1,0.41236999978602396
65,ENST00000295052.3,0.9766600006073713
66,ENST00000433174.1,0.829075001628371
67,ENST00000295549.7,0.9622899998771026
68,ENST00000339037.3,0.9622899998771026
69,ENST00000591956.1,0.2977400006080279
70,ENST00000586846.1,0.05066000013903249
71,ENST00000587743.1,0.26673000076552855
72,ENST00000586942.4,0.2977400006080279
73,ENST00000493536.4,0.4069099999795435
74,ENST00000448136.4,0.4069099999795435
75,ENST00000590435.4,0.4069099999795435
76,ENST00000587838.1,0.4069099999795435
77,ENST00000470754.1,0.3597950012993533
78,ENST00000456447.4,0.8561150015360909
79,ENST00000296270.1,0.8561150015360909
80,ENST00000496717.1,0.7742800012259977
81,ENST00000465364.1,0.012510000067995861
82,ENST00000297163.3,0.9639100015163422
83,ENST00000588685.1,0.020939999814727342
84,ENST00000586822.1,0.7113350011408329
85,ENST00000585445.1,0.7113350011408329
86,ENST00000586091.4,0.7113350011408329
87,ENST00000594783.4,0.7113350011408329
88,ENST00000592146.2,0.7113350011408329
89,ENST00000588158.1,0.7113350011408329
90,ENST00000591797.1,0.7113350011408329
91,ENST00000601875.1,0.7113350011408329
92,ENST00000553459.1,0.3897000003256835
93,ENST00000300167.6,0.3897000003256835
94,ENST00000370520.3,0.045560000120894985
95,ENST00000602744.1,0.8187300002301344
96,ENST00000602372.1,0.8187300002301344
97,ENST00000602814.1,0.9910550013184547
98,ENST00000397365.6,0.9910550013184547
99,ENST00000588117.5,0.9910550013184547
100,ENST00000588838.5,0.9910550013184547
101,ENST00000589071.3,0.9721550000360003
102,ENST00000523683.1,0.9117600005539134
103,ENST00000518993.1,0.6555050013464643
104,ENST00000517898.1,0.13862000027438626
105,ENST00000600892.4,0.11426000059000216
106,ENST00000594203.4,0.5823650014901068
107,ENST00000601556.4,0.5823650014901068
108,ENST00000595169.4,0.7105350004706997
109,ENST00000599619.4,0.7105350004706997
110,ENST00000599664.4,0.7105350004706997
111,ENST00000598994.1,0.7105350004706997
112,ENST00000305709.5,0.6462650004308671
113,ENST00000476224.1,0.6462650004308671
114,ENST00000467494.2,0.6462650004308671
115,ENST00000517509.4,0.9943500000238419
116,ENST00000412946.5,0.46081000089645385
117,ENST00000520622.4,0.46081000089645385
118,ENST00000520590.4,0.46081000089645385
119,ENST00000523506.4,0.46081000089645385
120,ENST00000521336.4,0.46081000089645385
121,ENST00000522859.4,0.46081000089645385
122,ENST00000524062.4,0.9943500000238419
123,ENST00000520310.4,0.46081000089645385
124,ENST00000520924.4,0.46081000089645385
125,ENST00000618947.1,0.46081000089645385
126,ENST00000521507.4,0.46081000089645385
127,ENST00000523445.4,0.46081000089645385
128,ENST00000522845.2,0.1500600004271837
129,ENST00000434849.2,0.1160900005698204
130,ENST00000520585.4,0.9943500000238419
131,ENST00000522673.4,0.9943500000238419
132,ENST00000519454.4,0.9943500000238419
133,ENST00000520432.1,0.9943500000238419
134,ENST00000330825.3,0.9943500000238419
135,ENST00000619457.1,0.9943500000238419
136,ENST00000379050.2,0.9743799998611212
137,ENST00000304233.3,0.4649700002121972
138,ENST00000307548.2,0.03446000001567882
139,ENST00000609220.1,0.9784500008821487
140,ENST00000609902.4,0.9784500008821487
141,ENST00000439362.4,0.9990700000524521
142,ENST00000605570.1,0.014885000041685999
143,ENST00000371162.4,0.18634500063548332
144,ENST00000431385.4,0.9990700000524521
145,ENST00000443467.4,0.9990700000524521
146,ENST00000451884.4,0.9784500008821487
147,ENST00000432818.4,0.9990700000524521
148,ENST00000444301.4,0.9990700000524521
149,ENST00000453478.1,0.9990700000524521
150,ENST00000409569.2,0.9990700000524521
151,ENST00000419736.4,0.9990700000524521
152,ENST00000308604.5,0.9990700000524521
153,ENST00000603827.1,0.8337749998347135
154,ENST00000603310.4,0.9990700000524521
155,ENST00000604981.4,0.9990700000524521
156,ENST00000442293.4,0.9990700000524521
157,ENST00000441075.1,0.9990700000524521
158,ENST00000439494.1,0.8356450018822216
159,ENST00000446950.4,0.8153900020255241
160,ENST00000418161.1,0.8153900020255241
161,ENST00000311067.3,0.2829949996079085
162,ENST00000309874.2,0.5845750006544403
163,ENST00000564432.3,0.5845750006544403
164,ENST00000568861.1,0.05440500032738783
165,ENST00000562920.1,0.05440500032738783
166,ENST00000453698.4,0.5268100009218324
167,ENST00000400436.5,0.5268100009218324
168,ENST00000483342.4,0.5268100009218324
169,ENST00000421599.4,0.5268100009218324
170,ENST00000449351.4,0.5268100009218324
171,ENST00000420006.4,0.5268100009218324
172,ENST00000359074.7,0.5268100009218324
173,ENST00000440918.4,0.5268100009218324
174,ENST00000432153.4,0.5268100009218324
175,ENST00000437028.4,0.5268100009218324
176,ENST00000434729.4,0.5268100009218324
177,ENST00000418383.1,0.016175000119837933
178,ENST00000457218.4,0.5268100009218324
179,ENST00000442419.1,0.5268100009218324
180,ENST00000444816.1,0.5268100009218324
181,ENST00000412495.4,0.8705150003626477
182,ENST00000475015.4,0.8705150003626477
183,ENST00000621644.1,0.0030850000376813113
184,ENST00000436101.1,0.8705150003626477
185,ENST00000455392.5,0.7986650008073775
186,ENST00000309331.7,0.7986650008073775
187,ENST00000423221.4,0.7986650008073775
188,ENST00000412579.4,0.7986650008073775
189,ENST00000413131.1,0.7986650008073775
190,ENST00000310916.5,0.7119300010171719
191,ENST00000404665.3,0.3398050011578016
192,ENST00000312019.2,0.19930499979527666
193,ENST00000433656.2,0.9910549997910857
194,ENST00000412446.4,0.9910549997910857
195,ENST00000429781.1,0.9910549997910857
196,ENST00000427259.1,0.30950500015111176
197,ENST00000448465.1,0.30950500015111176
198,ENST00000321517.3,0.30950500015111176
199,ENST00000436665.2,0.814739999329904
200,ENST00000448359.1,0.7445999997685431
201,ENST00000602376.4,0.8760850017110351
202,ENST00000532116.3,0.8475599997711833
203,ENST00000602310.1,0.148514999881736
204,ENST00000616197.1,0.8280350007349625
205,ENST00000314481.3,0.5140149994054809
206,ENST00000415019.1,0.22858499913709238
207,ENST00000402221.3,0.9656350004661363
208,ENST00000480694.2,0.5147100009844872
209,ENST00000314040.1,0.6906799999566283
210,ENST00000550135.4,0.6262150014750659
211,ENST00000546949.4,0.4853950008749962
212,ENST00000313957.6,0.6262150014750659
213,ENST00000546956.1,0.21777999969606754
214,ENST00000553254.4,0.6262150014750659
215,ENST00000547364.1,0.6262150014750659
216,ENST00000324446.3,0.40948999717831613
217,ENST00000454875.1,0.9974799996614456
218,ENST00000452584.4,0.9974799996614456
219,ENST00000331787.2,0.9974799996614456
220,ENST00000447937.1,0.576770000513643
221,ENST00000610801.1,0.37527500007243364
222,ENST00000367207.6,0.9679400009661913
223,ENST00000418245.4,0.9679400009661913
224,ENST00000427799.1,0.9679400009661913
225,ENST00000616163.1,0.912765000493382
226,ENST00000321081.2,0.8160450002807192
227,ENST00000530303.4,0.20896500169066712
228,ENST00000319763.1,0.20896500169066712
229,ENST00000529829.4,0.9051699996739626
230,ENST00000529979.4,0.9051699996739626
231,ENST00000525578.1,0.8442250005737878
232,ENST00000606861.1,0.8694600009341957
233,ENST00000321399.6,0.8694600009341957
234,ENST00000413472.4,0.8662900012155297
235,ENST00000453118.4,0.8662900012155297
236,ENST00000445317.1,0.8662900012155297
237,ENST00000415573.1,0.02068500019959174
238,ENST00000420957.1,0.00897500015620608
239,ENST00000321336.1,0.16654499994183425
240,ENST00000369071.4,0.07370000028866343
241,ENST00000623529.1,0.07370000028866343
242,ENST00000577995.4,0.7063350004039239
243,ENST00000575606.4,0.6145450012746733
244,ENST00000576606.4,0.6145450012746733
245,ENST00000317114.1,0.6145450012746733
246,ENST00000574411.4,0.6145450012746733
247,ENST00000573355.1,0.6145450012746733
248,ENST00000321800.10,0.9998600000143051
249,ENST00000544677.1,0.9998600000143051
250,ENST00000579749.1,0.9998600000143051
251,ENST00000313737.5,0.5396350013511255
252,ENST00000322227.5,0.7331600000237813
253,ENST00000511008.1,0.7331600000237813
